Date,Open,High,Low,Close,Volume,OpenInterest
2021-10-13 10:40:00,3245.595,3245.595,3244.04,3244.04,200,0.0
2021-10-13 10:41:00,3245.365,3245.78,3245.365,3245.77,510,0.0
2021-10-13 10:44:00,3242.92,3244.12,3242.92,3243.37,400,0.0
2021-10-13 10:45:00,3243.17,3243.25,3242.93,3242.93,408,0.0
2021-10-13 10:46:00,3243.51,3243.51,3243.51,3243.51,207,0.0
2021-10-13 10:51:00,3248.68,3248.68,3248.68,3248.68,102,0.0
2021-10-13 10:55:00,3249.48,3249.48,3249.48,3249.48,226,0.0
2021-10-13 10:57:00,3249.93,3249.93,3249.93,3249.93,135,0.0
2021-10-13 11:00:00,3252.93,3253.64,3252.93,3253.64,435,0.0
2021-10-13 11:04:00,3257.45,3257.45,3257.45,3257.45,244,0.0
2021-10-13 11:08:00,3255.17,3255.17,3255.17,3255.17,125,0.0
2021-10-13 11:09:00,3255.81,3255.81,3255.81,3255.81,144,0.0
2021-10-13 11:14:00,3253.72,3253.72,3253.72,3253.72,277,0.0
2021-10-13 11:17:00,3255.64,3255.99,3255.64,3255.99,330,0.0
2021-10-13 11:20:00,3253.18,3253.23,3253.18,3253.23,404,0.0
2021-10-13 11:21:00,3253.43,3253.53,3253.43,3253.53,356,0.0
2021-10-13 11:26:00,3252.15,3252.29,3252.15,3252.29,936,0.0
2021-10-13 11:28:00,3252.6,3252.6,3252.6,3252.6,230,0.0
2021-10-13 11:32:00,3251.76,3251.76,3251.76,3251.76,320,0.0
2021-10-13 11:35:00,3246.49,3246.49,3246.49,3246.49,201,0.0
2021-10-13 11:36:00,3246.62,3246.62,3246.62,3246.62,206,0.0
2021-10-13 11:38:00,3247.705,3247.705,3247.705,3247.705,117,0.0
2021-10-13 11:49:00,3247.51,3247.51,3247.51,3247.51,178,0.0
2021-10-13 11:55:00,3247.33,3247.33,3246.5,3246.5,729,0.0
2021-10-13 12:05:00,3246.7,3246.7,3246.7,3246.7,138,0.0
2021-10-13 12:08:00,3247.5,3247.5,3247.5,3247.5,104,0.0
2021-10-13 12:10:00,3247.265,3247.265,3247.265,3247.265,114,0.0
2021-10-13 12:24:00,3247.64,3247.64,3246.64,3246.78,588,0.0
2021-10-13 12:26:00,3249.93,3249.93,3249.93,3249.93,114,0.0
2021-10-13 12:27:00,3251.45,3251.45,3251.45,3251.45,118,0.0
2021-10-13 12:46:00,3256.35,3256.35,3256.35,3256.35,144,0.0
2021-10-13 12:47:00,3255.635,3255.73,3255.635,3255.73,480,0.0
2021-10-13 12:49:00,3255.16,3255.16,3255.16,3255.16,122,0.0
2021-10-13 12:59:00,3254.86,3254.86,3254.86,3254.86,107,0.0
2021-10-13 13:03:00,3254.37,3254.37,3254.36,3254.36,210,0.0
2021-10-13 13:04:00,3255.96,3255.96,3255.96,3255.96,445,0.0
2021-10-13 13:06:00,3254.735,3254.735,3254.735,3254.735,323,0.0
2021-10-13 13:07:00,3253.16,3254.02,3253.16,3254.02,400,0.0
2021-10-13 13:08:00,3253.91,3253.91,3253.91,3253.91,127,0.0
2021-10-13 13:09:00,3252.34,3252.36,3252.34,3252.36,277,0.0
2021-10-13 13:10:00,3252.99,3253.04,3252.99,3253.04,456,0.0
2021-10-13 13:14:00,3254.4,3254.4,3254.4,3254.4,121,0.0
2021-10-13 13:15:00,3256.63,3256.63,3255.9,3255.9,343,0.0
2021-10-13 13:17:00,3255.5,3256.22,3255.5,3256.22,917,0.0
2021-10-13 13:18:00,3256.67,3258.85,3256.67,3258.85,1462,0.0
2021-10-13 13:19:00,3259.97,3259.97,3259.05,3259.05,402,0.0
2021-10-13 13:20:00,3258.77,3258.77,3258.77,3258.77,265,0.0
2021-10-13 13:25:00,3259.665,3259.75,3259.665,3259.75,264,0.0
2021-10-13 13:26:00,3258.72,3258.96,3258.66,3258.96,543,0.0
2021-10-13 13:28:00,3259.35,3259.35,3259.34,3259.34,209,0.0
2021-10-13 13:30:00,3258.905,3258.905,3258.905,3258.905,411,0.0
2021-10-13 13:31:00,3257.65,3257.65,3257.515,3257.515,205,0.0
2021-10-13 13:33:00,3256,3256,3256,3256,113,0.0
2021-10-13 13:34:00,3256.41,3256.41,3256.41,3256.41,253,0.0
2021-10-13 13:36:00,3256.99,3256.99,3256.99,3256.99,319,0.0
2021-10-13 13:38:00,3253.64,3253.64,3253.64,3253.64,167,0.0
2021-10-13 13:42:00,3255.9,3255.9,3255.9,3255.9,178,0.0
2021-10-13 13:46:00,3255.61,3255.61,3255.61,3255.61,636,0.0
2021-10-13 13:47:00,3255.835,3255.835,3255.835,3255.835,172,0.0
2021-10-13 13:55:00,3260.69,3260.69,3260.69,3260.69,115,0.0
2021-10-13 13:56:00,3259.56,3259.56,3259.56,3259.56,110,0.0
2021-10-13 13:58:00,3256.17,3256.17,3256.17,3256.17,115,0.0
2021-10-13 14:03:00,3252,3252,3252,3252,134,0.0
2021-10-13 14:11:00,3252,3252.145,3252,3252.145,385,0.0
2021-10-13 14:12:00,3252.04,3252.04,3251.6,3251.6,338,0.0
2021-10-13 14:13:00,3250.9,3250.9,3250.5,3250.5,845,0.0
2021-10-13 14:14:00,3250.5,3250.83,3250.5,3250.83,445,0.0
2021-10-13 14:15:00,3252.15,3252.15,3252.02,3252.02,402,0.0
2021-10-13 14:18:00,3248.255,3248.255,3248.07,3248.23,334,0.0
2021-10-13 14:23:00,3252.23,3252.34,3252.1,3252.1,406,0.0
2021-10-13 14:24:00,3252,3252.165,3252,3252.165,240,0.0
2021-10-13 14:28:00,3252.085,3252.085,3252.085,3252.085,147,0.0
2021-10-13 14:30:00,3250.19,3250.21,3250.19,3250.21,427,0.0
2021-10-13 14:31:00,3250.01,3250.01,3250.01,3250.01,142,0.0
2021-10-13 14:34:00,3252.37,3252.37,3252.37,3252.37,100,0.0
2021-10-13 14:36:00,3252.12,3253.87,3252.12,3253.87,396,0.0
2021-10-13 14:38:00,3252.8,3252.8,3252.8,3252.8,164,0.0
2021-10-13 14:39:00,3252.11,3252.17,3250.71,3250.71,594,0.0
2021-10-13 14:42:00,3247.09,3247.09,3246.47,3246.47,306,0.0
2021-10-13 14:47:00,3244.77,3244.77,3244.26,3244.26,376,0.0
2021-10-13 14:48:00,3242.845,3242.845,3242.845,3242.845,313,0.0
2021-10-13 14:50:00,3244.06,3244.06,3244.06,3244.06,475,0.0
2021-10-13 14:51:00,3245,3245,3245,3245,619,0.0
2021-10-13 14:53:00,3246.44,3246.44,3246.44,3246.44,345,0.0
2021-10-13 14:54:00,3244.655,3244.655,3244.35,3244.35,1417,0.0
2021-10-13 14:55:00,3243.72,3246.365,3243.72,3246.365,532,0.0
2021-10-13 14:56:00,3247.39,3249.78,3247.39,3249.74,1219,0.0
2021-10-13 14:57:00,3251.38,3252.26,3249.81,3249.81,1419,0.0
2021-10-13 14:58:00,3249.99,3249.99,3249.99,3249.99,674,0.0
2021-10-13 14:59:00,3251.5,3252.52,3247.41,3247.41,1826,0.0
2021-10-14 08:30:00,3269.64,3269.64,3267.55,3267.55,486,0.0
2021-10-14 08:31:00,3268.03,3269.99,3268.03,3269.99,328,0.0
2021-10-14 08:33:00,3265.38,3265.38,3265.38,3265.38,311,0.0
2021-10-14 08:34:00,3264.5,3266.25,3264.5,3266.25,1308,0.0
2021-10-14 08:35:00,3272.8,3272.8,3272.8,3272.8,697,0.0
2021-10-14 08:36:00,3274.85,3277.12,3274.85,3277.12,713,0.0
2021-10-14 08:38:00,3276.14,3276.14,3273.42,3273.42,443,0.0
2021-10-14 08:39:00,3274.995,3276.91,3274.995,3276.91,683,0.0
2021-10-14 08:40:00,3277.99,3277.99,3275.93,3275.93,771,0.0
2021-10-14 08:41:00,3275.62,3275.62,3275.62,3275.62,405,0.0
2021-10-14 08:42:00,3273.11,3273.11,3273.07,3273.07,242,0.0
2021-10-14 08:43:00,3272.88,3272.88,3271.96,3271.96,312,0.0
2021-10-14 08:44:00,3277.295,3277.295,3277.295,3277.295,321,0.0
2021-10-14 08:48:00,3271.35,3271.35,3271.35,3271.35,324,0.0
2021-10-14 08:51:00,3270.96,3271.65,3270.96,3271.65,404,0.0
2021-10-14 08:52:00,3271.15,3271.15,3271.15,3271.15,212,0.0
2021-10-14 08:53:00,3273.15,3273.15,3273.15,3273.15,245,0.0
2021-10-14 08:58:00,3273.475,3273.475,3273.475,3273.475,215,0.0
2021-10-14 08:59:00,3272.61,3272.61,3270.63,3270.63,396,0.0
2021-10-14 09:00:00,3272.64,3272.64,3272.64,3272.64,274,0.0
2021-10-14 09:09:00,3272.52,3272.52,3272.52,3272.52,142,0.0
2021-10-14 09:12:00,3265.12,3265.69,3264.87,3264.87,783,0.0
2021-10-14 09:18:00,3266.83,3266.83,3266.83,3266.83,163,0.0
2021-10-14 09:19:00,3266.95,3266.95,3266.95,3266.95,370,0.0
2021-10-14 09:21:00,3266.57,3266.57,3265.975,3265.975,568,0.0
2021-10-14 09:26:00,3270.585,3270.585,3270.585,3270.585,213,0.0
2021-10-14 09:28:00,3266.56,3266.56,3266.56,3266.56,273,0.0
2021-10-14 09:40:00,3276.21,3276.21,3276.21,3276.21,272,0.0
2021-10-14 09:42:00,3275.92,3275.92,3275.92,3275.92,190,0.0
2021-10-14 09:48:00,3275.82,3275.82,3275.82,3275.82,138,0.0
2021-10-14 09:53:00,3276.52,3276.52,3276.52,3276.52,128,0.0
2021-10-14 10:01:00,3276.01,3276.01,3276.01,3276.01,301,0.0
2021-10-14 10:10:00,3273.88,3273.91,3272.81,3272.81,476,0.0
2021-10-14 10:15:00,3275.4,3275.4,3275.4,3275.4,227,0.0
2021-10-14 10:22:00,3271.265,3271.265,3271.265,3271.265,126,0.0
2021-10-14 10:31:00,3268.24,3268.24,3268.24,3268.24,135,0.0
2021-10-14 10:33:00,3266.3,3266.3,3266.25,3266.25,281,0.0
2021-10-14 10:34:00,3265.05,3265.05,3265.05,3265.05,165,0.0
2021-10-14 10:36:00,3262.33,3262.33,3262.33,3262.33,338,0.0
2021-10-14 10:37:00,3261.51,3261.51,3261.51,3261.51,220,0.0
2021-10-14 10:38:00,3263.52,3263.52,3263.52,3263.52,492,0.0
2021-10-14 10:44:00,3268.18,3268.18,3268.18,3268.18,160,0.0
2021-10-14 10:45:00,3267.29,3267.29,3267.29,3267.29,324,0.0
2021-10-14 10:46:00,3271.31,3271.31,3271.31,3271.31,151,0.0
2021-10-14 10:49:00,3274.68,3274.68,3273.67,3273.67,315,0.0
2021-10-14 10:50:00,3273.28,3273.6,3273.28,3273.6,606,0.0
2021-10-14 10:51:00,3270.55,3270.96,3270.55,3270.96,466,0.0
2021-10-14 11:03:00,3272.3,3272.3,3272.3,3272.3,267,0.0
2021-10-14 11:15:00,3273.14,3273.14,3273.14,3273.14,135,0.0
2021-10-14 11:21:00,3270.57,3270.57,3270.57,3270.57,117,0.0
2021-10-14 11:22:00,3270.455,3270.455,3270.455,3270.455,193,0.0
2021-10-14 11:23:00,3272.27,3272.27,3272.27,3272.27,162,0.0
2021-10-14 11:28:00,3273.96,3273.96,3273.85,3273.85,374,0.0
